TECHNIQUE ATT&CK ID, CONGLOMERATE CVSS 3.1 RISK SCORES FROM CVE SCRAPING, LIST OF CVE ID MATCHING TECHNIQUE
T1070.005, {'baseScore': 6.22, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1090.003, {'baseScore': 6.22, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1110, {'baseScore': 6.32, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1059.004, {'baseScore': 7.31, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1137.003, {'baseScore': 7.27, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1562.001, {'baseScore': 6.71, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1565, {'baseScore': 6.43, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1559, {'baseScore': 6.57, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1001, {'baseScore': 6.44, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1039, {'baseScore': 6.35, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1584.006, {'baseScore': 6.89, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1601, {'baseScore': 6.83, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1574, {'baseScore': 7.56, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1027.005, {'baseScore': 6.28, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1204.003, {'baseScore': 6.62, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1078, {'baseScore': 6.57, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1571, {'baseScore': 6.6, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1585.001, {'baseScore': 6.47, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1055.012, {'baseScore': 6.97, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1068, {'baseScore': 6.84, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1564.009, {'baseScore': 6.73, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1531, {'baseScore': 6.3, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1110.004, {'baseScore': 7.58, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1027, {'baseScore': 6.21, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1556.006, {'baseScore': 6.77, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1114.002, {'baseScore': 7.59, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1505.004, {'baseScore': 7.24, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1036.001, {'baseScore': 7.38, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1564.006, {'baseScore': 6.95, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1201, {'baseScore': 6.7, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1546, {'baseScore': 7.64, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1546.004, {'baseScore': 6.82, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1187, {'baseScore': 7.51, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1134.005, {'baseScore': 7.73, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1599, {'baseScore': 6.23, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1486, {'baseScore': 6.33, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1553, {'baseScore': 7.08, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1548.004, {'baseScore': 6.76, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1592.003, {'baseScore': 6.8, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1573, {'baseScore': 5.59, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1547.002, {'baseScore': 7.17, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1218.010, {'baseScore': 0, 'attackComplexity': 'NONE', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'NONE', 'privilegesRequired': 'NONE'}
T1567.003, {'baseScore': 6.57, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1592.002, {'baseScore': 6.81, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1056, {'baseScore': 6.93, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1566.004, {'baseScore': 6.55, 'attackComplexity': 'HIGH', 'confidentialityImpact': None, 'integrityImpact': 'NONE', 'availabilityImpact': 'LOW', 'privilegesRequired': 'HIGH'}
T1587.004, {'baseScore': 5.25, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'HIGH'}
T1593.001, {'baseScore': 6.41, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1546.015, {'baseScore': 6.04, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1589.001, {'baseScore': 7.8, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1195.002, {'baseScore': 6.23, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1036.003, {'baseScore': 6.85, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1102.002, {'baseScore': 8.44, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1203, {'baseScore': 7.5, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1595.003, {'baseScore': 4.94, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'NONE'}
T1562.011, {'baseScore': 6.07, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1137.004, {'baseScore': 6.49, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1573.002, {'baseScore': 7.58, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1567.002, {'baseScore': 6.02, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1570, {'baseScore': 6.28, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1574.009, {'baseScore': 6.69, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1608.003, {'baseScore': 6.72, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1037.005, {'baseScore': 4.8, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1614.001, {'baseScore': 6.8, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1095, {'baseScore': 6.48, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1027.003, {'baseScore': 0, 'attackComplexity': 'NONE', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'NONE', 'privilegesRequired': 'NONE'}
T1584.002, {'baseScore': 6.72, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1001.003, {'baseScore': 6.19, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1012, {'baseScore': 6.9, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1030, {'baseScore': 6.41, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1550.004, {'baseScore': 7.43, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1078.002, {'baseScore': 7.08, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1218.009, {'baseScore': 0, 'attackComplexity': 'NONE', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'NONE', 'privilegesRequired': 'NONE'}
T1553.004, {'baseScore': 7.13, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1037.003, {'baseScore': 6.53, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1499, {'baseScore': 6.73, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1027.004, {'baseScore': 6.29, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1614, {'baseScore': 6.87, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1564.007, {'baseScore': 0, 'attackComplexity': 'NONE', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'NONE', 'privilegesRequired': 'NONE'}
T1197, {'baseScore': 7.45, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1127.001, {'baseScore': 0, 'attackComplexity': 'NONE', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'NONE', 'privilegesRequired': 'NONE'}
T1656, {'baseScore': 6.95, 'attackComplexity': 'HIGH', 'confidentialityImpact': None, 'integrityImpact': None, 'availabilityImpact': None, 'privilegesRequired': 'HIGH'}
T1578.005, {'baseScore': 6.93, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1090.004, {'baseScore': 7.42, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1557.002, {'baseScore': 6.38, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1562.008, {'baseScore': 6.61, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1518.001, {'baseScore': 6.35, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1564.003, {'baseScore': 6.86, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1059.006, {'baseScore': 6.46, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1591.004, {'baseScore': 7.14, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1132, {'baseScore': 6.43, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1546.010, {'baseScore': 3.3, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'HIGH'}
T1598, {'baseScore': 6.15, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1496, {'baseScore': 6.55, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1585, {'baseScore': 6.87, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1588, {'baseScore': 7.01, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1546.002, {'baseScore': 0, 'attackComplexity': 'NONE', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'NONE', 'privilegesRequired': 'NONE'}
T1578.002, {'baseScore': 6.78, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1555.006, {'baseScore': 6.48, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1213.003, {'baseScore': 7.43, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1565.002, {'baseScore': 6.43, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1003.008, {'baseScore': 0, 'attackComplexity': 'NONE', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'NONE', 'privilegesRequired': 'NONE'}
T1543.001, {'baseScore': 7.37, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1569, {'baseScore': 6.84, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1059.003, {'baseScore': 7.64, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1055.009, {'baseScore': 6.66, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1650, {'baseScore': 6.26, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1601.001, {'baseScore': 6.63, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1558.002, {'baseScore': 7.82, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': None, 'availabilityImpact': 'HIGH', 'privilegesRequired': 'HIGH'}
T1213, {'baseScore': 6.38, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1070.009, {'baseScore': 7.06, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'HIGH'}
T1555.004, {'baseScore': 7.34, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1200, {'baseScore': 7.88, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1505, {'baseScore': 6.56, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1485, {'baseScore': 6.43, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1132.002, {'baseScore': 6.1, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1556.001, {'baseScore': 7.58, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1537, {'baseScore': 6.4, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1027.006, {'baseScore': 6.81, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1556.005, {'baseScore': 6.27, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1027.010, {'baseScore': 7.91, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1070.004, {'baseScore': 6.79, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1189, {'baseScore': 5.87, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1498, {'baseScore': 6.43, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1651, {'baseScore': 7.5, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1546.016, {'baseScore': 7.15, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1595.001, {'baseScore': 5.23, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1221, {'baseScore': 7.61, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1037.004, {'baseScore': 6.39, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1134, {'baseScore': 6.28, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1111, {'baseScore': 6.77, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1027.002, {'baseScore': 6.76, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1584.007, {'baseScore': 5.0, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
T1071.001, {'baseScore': 5.53, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'HIGH'}
T1059.005, {'baseScore': 7.43, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1564.005, {'baseScore': 6.86, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1543.002, {'baseScore': 6.67, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'HIGH', 'privilegesRequired': 'LOW'}
T1563.002, {'baseScore': 5.95, 'attackComplexity': 'HIGH', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'LOW', 'availabilityImpact': 'LOW', 'privilegesRequired': 'LOW'}
